type,name,price,images,discount
Whisky,Bladnoch 13 Years 2024,41159,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLADN13BO_1.jpg,q1727450289.pagespeed.ic.2m8_jwI4J5.jpg""]",10197
Whisky,M&H Elements Sherry Cask,5190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MILKA00ES_1.jpg,q1713957621.pagespeed.ic.8Qwg3mJNLq.jpg""]",14504
Whisky,Glenglassaugh 12 Years,4990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GGLAS1201_1.jpg?1719206447""]",3500
Rum,Renegade All-Island Cuvée Nova Rum,52352,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRRENEGCUNO_1.jpg?1718285168""]",25059
Rum,Neisson Le Rhum Blanc,60968,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRNEISS0BL0_1.jpg,q1713959815.pagespeed.ic.WGGdVg5Auu.jpg""]",48695
Whisky,Old Pulteney Flotilla 10 Years 2012/,73624,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_OLDPU0FL2_1.jpg,q1713959581.pagespeed.ic.b8Ud5vF4Df.jpg""]",66183
Rum,Traspers Rum 15 Years,9094,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRTRASP1500_1.jpg?1713959445""]",27656
Spirits,Edradour cream liqueur set of 2,71490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_EDRADLIKO2_1.jpg,q1713959449.pagespeed.ic.Zf9i79cS2a.jpg""]",48497
Whisky,West Cork Calvados Cask Finish,2690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WESTC0CA0_1.jpg,q1713961383.pagespeed.ic.rtPVQloB27.jpg""]",5179
Gin,Edinburgh Rhubarb & Ginger Gin,6307,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XGEDINB0RG0_1.jpg?1728399514""]",36819
Whisky,Kanosuke Limited Edition 2023,26160,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KANOS0LE2_1.jpg,q1713958537.pagespeed.ic.gAHpGW4iVX.jpg""]",11990
Whisky,Redbreast Bird Feeder 12 Years,64010,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_REDBR12BI_1.jpg,q1713958335.pagespeed.ic.kMSdCREyIX.jpg""]",35467
Whisky,Jameson Black Barrel,3199,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JAMES0BB0_1.jpg,q1713957326.pagespeed.ic.74Fm-YlAwQ.jpg""]",5291
Whisky,Tamnavulin Double Cask with 2 glasses,2390,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TAMNA0DCG_1.jpg,q1713960639.pagespeed.ic.BUSeoQPe_d.jpg""]",300
Whisky,Suntory Yamazaki Mizunara 100th Anniversary Edition 18 Years,9092,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SUNTOYA18A_1.jpg,q1713957377.pagespeed.ic.PYNkxDUfxY.jpg""]",37858
Gin,Garnish Island Gin (West Cork),18692,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGGARNI00_1.jpg,q1713957879.pagespeed.ic.yD2U0pl1Ld.jpg""]",5036
Whisky,Balvenie American Bourbon Barrel 14 Years,1804,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALVE14AB_1.jpg,q1720516765.pagespeed.ic.Ygf_hOnLkX.jpg""]",42667
Whisky,Glentauchers Octave 13 Years 2009/2023,22022,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GTAUC09D3_1.jpg?1713957577""]",18554
Whisky,Jack Daniel's Sinatra Select,14850,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_JACKDSINA_1.jpg?1713957289""]",5456
Rum,Arehucas Ron Club 7 Years,74253,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRAREHU07RC_1.jpg,q1713957485.pagespeed.ic.IrZWilxCPf.jpg""]",29372
Whisky,Glenfarclas Family Casks S22 22 Years 2000/2022,58241,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GFARCFA003_1.jpg?1713958311""]",20538
Whisky,Half 'n' Half Spey Valley Stout Casks Finish 11 Years 2010/2022,46037,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_HALFN10M2_1.jpg?1713959158""]",41485
Gifts,Ardnamurchan miniature assortment,75236,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MINISOARD_1.jpg,q1726485493.pagespeed.ic.yXN8ZkCIj4.jpg""]",60478
Whisky,Hinch Small Batch Bourbon Cask,2490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_HINCH0BC0_1.jpg?1713957969""]",1800
Whisky,Suntory Hibiki Harmony,6990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SUNTOHI00_1.jpg,q1713957205.pagespeed.ic.Oy3r3rr97X.jpg""]",34878
Whisky,Millstone PX Cask 7 Years 2016/2023,55623,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MILLS16PX_1.jpg,q1713958031.pagespeed.ic.QYXb9A3cjc.jpg""]",35059
Whisky,Lindores The Exclusive Cask STR Wine Barrique 2018/2022,99738,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LINDO18ST_1.jpg,q1713959171.pagespeed.ic.nir5H4UHkU.jpg""]",73942
Whisky,Bunnahabhain Staoisha Cask Collection 10 Years 2013/2023,35714,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUNNA10DR_1.jpg,q1715938354.pagespeed.ic.5XTU5I-Y-P.jpg""]",9722
Whisky,Scallywag Winter Edition 2024,63732,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SCALL0WE5_1.jpg,q1728483447.pagespeed.ic.aPsIY4qQGL.jpg""]",59134
Whisky,Elsburn Distillery Edition Batch 004 2023,78920,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ELSBU0DE2_B4_1.jpg,q1713957498.pagespeed.ic.bFFNrjtdRQ.jpg""]",74538
Whisky,Arran 25 Years,37800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARRAN2500_1.jpg,q1713957591.pagespeed.ic.L5OmVfYmP5.jpg""]",4966
Whisky,1770 Glasgow Peated Rich & Smoky,5490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_1770GLASP2_1.jpg,q1713957894.pagespeed.ic.Gj8OUViETN.jpg""]",4760
Whisky,Glen Moray Portwood 21 Years,16800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GMORY2100_1.jpg?1713957502""]",3899
Whisky,Rothaus Black Forest Single Malt 13th Edition 2022,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ROTHA0013_1.jpg,q1713960532.pagespeed.ic.l6k1ISPWzX.jpg""]",2500
Whisky,Crown Royal,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_CROWN001L_1.jpg?1713960106""]",1000
Rum,A.H. Riise 1888 Rum Spirit XO Reserve,66014,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRRIISE8800_1.jpg,q1713958570.pagespeed.ic.afZo1GF9sC.jpg""]",52675
Whisky,Glenallachie PX Puncheon 12 Years 2011/2024,38020,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GALLA12PP_1.jpg,q1729258285.pagespeed.ic.-xPUDe5JYb.jpg""]",8656
Whisky,Benriach The Twenty One 21 Years,92421,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BRIAC2102_1.jpg,q1713957226.pagespeed.ic.ytFJ7i3cxc.jpg""]",49637
Whisky,Mortlach Connoisseurs Choice - Cask Strength 15 Years 2009/2024,51364,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_MORTL09GM_1.jpg?1726220508""]",10193
Whisky,Jura with 2 glasses 10 Years,2990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JURAI10GL_1.jpg,q1713957806.pagespeed.ic.q2qNB2GZem.jpg""]",2000
Gin,Amarula African Gin,93976,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGAMARU00_1.jpg,q1713957998.pagespeed.ic.cZdeng2UeE.jpg""]",47823
Whisky,Ardmore Connoisseurs Choice - Cask Strength 35 Years 1987/2022,30404,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDMO87GM_1.jpg,q1713957739.pagespeed.ic.eBZfyt-oP5.jpg""]",22501
Whisky,"Lagavulin Special Release 0,2 litre 12 Years 2024",65917,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAGAV12S42_1.jpg,q1728644864.pagespeed.ic.3Jrho5Bb0-.jpg""]",52312
Whisky,Waterford Ballyroe Edition 1.1 2016/2021,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WATER0BA1_1.jpg,q1713960621.pagespeed.ic.VyihjQ89Z_.jpg""]",800
Whisky,Dingle Single Malt Grainstad an Gheimhridh,89037,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_DINGL0GG0_1.jpg?1713957294""]",62788
Whisky,Laphroaig Select,2999,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAPHR00SE_1.jpg,q1713957697.pagespeed.ic.l3pp1tM5_2.jpg""]",27996
Whisky,Cardhu Special Release 14 Years 2021,9890,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_CARDH14SR_1.jpg?1713958751""]",6900
Whisky,Finlaggan Red Wine Cask Matured,3890,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_FINLA0RR0_1.jpg,q1713957203.pagespeed.ic.FRyWuTzlIO.jpg""]",600
Whisky,Naked Malt,2790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_FAMOUNAKM_1.jpg,q1713958162.pagespeed.ic.sfaucgycH8.jpg""]",40831
Whisky,Ballindalloch Bourbon Barrel 8 Years 2016/2024,1494,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALLI08BO_1.jpg,q1720624587.pagespeed.ic.VnJYMorODj.jpg""]",24534
Whisky,Ardbeg TEN Warehouse Edition 10 Years,4990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDBE10WA_1.jpg,q1723184178.pagespeed.ic.Uj0LiusvLf.jpg""]",3060
Whisky,Wild Turkey Rare Breed - 1 litre,5490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WILDT0RB1_1.jpg,q1713957185.pagespeed.ic.QT6Vk2spKs.jpg""]",40638
Whisky,Bunnahabhain 12 Years,5290,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUNNA12NE_1.jpg,q1713957226.pagespeed.ic.02JKPJ5Wh3.jpg""]",14619
Whisky,Stork Club Smoky Rye,25572,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STORK0SR0_1.jpg,q1718202989.pagespeed.ic.3DUCZRAHY7.jpg""]",3759
Rum,Clément Vieux VSOP Rhum,13496,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRCLEME0VI0_1.jpg,q1713958380.pagespeed.ic.aPsrmjeKAG.jpg""]",7168
Whisky,Laphroaig 30 Years 2024,2961,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAPHR3001_1.jpg,q1726648382.pagespeed.ic.kl7iDzNBSd.jpg""]",37304
Whisky,Port Charlotte PAC: 01 Heavily Peated 8 Years 2011/,11850,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PCHAR11PA_1.jpg,q1713957455.pagespeed.ic.lLiPX_MqPI.jpg""]",5960
Gin,Glendalough Wild Botanical Gin,8468,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGGDALOWI2_1.jpg,q1713961867.pagespeed.ic.VGSjr74_YH.jpg""]",1170
Whisky,Macallan Sherry Oak 12 Years,28596,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MACAL12SO_1.jpg,q1713957373.pagespeed.ic.WFiPyrV-If.jpg""]",24190
Whisky,Glendronach Sherry Cask Matured Oloroso 18 Years 2024,611,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GDRON18SH_1.png,q1724944607.pagespeed.ic.kEUPv1kHVl.png""]",10827
Gin,Mermaid Zest Gin,84072,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGMERMA0Z_1.jpg,q1716568423.pagespeed.ic.-ndjOVyGV5.jpg""]",58641
Whisky,Jack Daniel's Single Barrel - Metal Box,3490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKDSIBM_1.jpg,q1713958317.pagespeed.ic.0SoUXwiNnR.jpg""]",5282
Whisky,Michter's American Whiskey,5490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MICHT00AM_1.jpg,q1713958304.pagespeed.ic.oweTifD6K6.jpg""]",3043
Whisky,Benrinnes Tawny Port Cask Finish 10 Years 2013/2023,92620,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BRINN13LG_1.jpg,q1714003517.pagespeed.ic.4ideWcrGjX.jpg""]",78536
Whisky,The Pogues Triple Distilled,2290,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_POGUE0000_1.jpg,q1713959035.pagespeed.ic.wjdFTHg9Hc.jpg""]",37044
Whisky,Bladnoch Single Cask Peated Rum Cask Matured 13 Years 2009/2023,69333,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLADN09RU_1.jpg,q1716996145.pagespeed.ic.28FQIUKWff.jpg""]",27129
Whisky,Aberlour Double Cask 16 Years,6490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ABERL16DC_1.jpg,q1713957390.pagespeed.ic.7xLtieEPmN.jpg""]",2100
Rum,Barceló Imperial Rum Porto Cask,96929,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRBARCE0PC0_1.jpg?1713958845""]",92764
Rum,Malteco Reserva Maya Rum 15 Years,87436,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRMALTE1500_1.jpg?1713957731""]",75570
Club Articles,Hennessy X.O Cognac,54716,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XCHENNE0XO0_1.jpg?1713958103""]",16811
Rum,Don Papa Baroko rum spirit,61268,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRDPAPA0BA02_1.jpg?1713959321""]",47188
Whisky,Timorous Beastie Madeira Cask Finish No. 2,86571,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TIMBE0MA0_1.jpg?1714385869""]",78796
Whisky,Tomatin Moscatel Cask 16 Years,7990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TOMAT16MO_1.jpg?1713959894""]",3400
Distillery,Glenfarclas Family Casks 31 Years 1989/2021,2597,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GFARCFA89_1.jpg,q1713957980.pagespeed.ic.hhzpv72bz3.jpg""]",24680
Whisky,Mackmyra Limousin,4690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MACKM0LI0_1.jpg,q1713957827.pagespeed.ic.Yho1sX0bVH.jpg""]",2000
Spirits,El Mayor Extra Añejo Tequila,12354,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XTELMAY0AN0_1.jpg,q1713957333.pagespeed.ic.XAhjy5pGRP.jpg""]",18061
Rum,Malteco Vintage Reserva Rum Small Batch 2011/,98074,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRMALTE11VR_1.jpg,q1713959576.pagespeed.ic.HcUOezzNlu.jpg""]",69857
Whisky,Juniper Hill Barolo Wine Finish Mystery Malt 6 Years 2015/2022,90040,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_JUNHI15MD_1.jpg?1713959666""]",46720
Whisky,Macallan Double Cask 15 Years,17800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_MACAL15DC_1.jpg?1713957263""]",24107
Whisky,Silkie The Legendary Dark,3490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_SILKI0LE2_1.jpg?1713959308""]",3500
Whisky,Mortlach The Wee Witchie 12 Years,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MORTL1200_1.jpg,q1713957831.pagespeed.ic.o8Bun2Ai-2.jpg""]",4860
Whisky,Finlaggan Cask Strength,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_FINLA0CA1_1.jpg,q1713957403.pagespeed.ic.4dQggbveql.jpg""]",21578
Rum,HSE Grande Reserve XO Rhum,69666,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRHSE00XO00_1.jpg,q1713959862.pagespeed.ic.bpeot6n3E4.jpg""]",48245
Distillery,Glenfarclas Family Casks S23 1985/2023,2122,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GFARCFA855_1.jpg,q1713957568.pagespeed.ic.34sbs1W9ab.jpg""]",20208
Rum,Don Q Gran Reserva Anejo Rum XO 9 Years,7815,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRDONQ0XOGR_1.jpg,q1713963746.pagespeed.ic.VUhP3Lk2KH.jpg""]",26949
Spirits,Five Farms Irish Cream Liqueur,51698,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_FIVEFLIKO_1.jpg,q1713960949.pagespeed.ic.gq064Obori.jpg""]",14552
Whisky,Langatun Cigar Malt 2018/2023,38739,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LANGACIGA_B2_1.jpg,q1713958393.pagespeed.ic.PyfzO5qUcd.jpg""]",33706
Whisky,Tomatin Single Cask 2006/2023,80897,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TOMAT06SC_1.jpg,q1713957314.pagespeed.ic.XVjbqRsgQ7.jpg""]",40129
Whisky,"Turntable Track 5 - Harder, Better, Faster, Stronger",36953,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TURNT0TR05_1.jpg,q1717512637.pagespeed.ic.Z4NyYp_FOz.jpg""]",32691
Whisky,Holyrood Distillery Ambir 2024,65364,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_HOLYR0AM0_1.jpg,q1728650082.pagespeed.ic.vDo3veMWiw.jpg""]",23370
Whisky,Turntable Track 4 - One Way or Another,48281,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TURNT0TR04_1.jpg?1717510727""]",6731
Whisky,Glenkinchie 12 Years,3799,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GKINC1200_1.jpg,q1713958162.pagespeed.ic._pUT0w96_y.jpg""]",1891
Whisky,Bud Spencer The Legend by St. Kilian mild,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STKIL0BS2_1.jpg,q1713960752.pagespeed.ic.tXs7oSVyAb.jpg""]",28212
Whisky,Tullibardine 228 Burgundy Finish,3490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TULLI00BU_D2_1.jpg?1713958415""]",200
Whisky,Glen Scotia 18 Years,90289,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GSCOT1800_D1_1.jpg,q1713957407.pagespeed.ic.8WzifVKlrQ.jpg""]",55571
Whisky,Bushmills Malaga Cask Finish 14 Years,5290,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUSHM14ML_1.jpg,q1713958325.pagespeed.ic.zw9iBMpY3F.jpg"",]",500
Whisky,Amrut Two Continents 4th Edition,10655,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_AMRUT0TC0_1.jpg,q1713958830.pagespeed.ic.DdJ69pn-Zv.jpg""]",18339
Whisky,David Nicholson 1843,3190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DAVNI0007_1.jpg,q1713959023.pagespeed.ic.yzySPFzrnT.jpg""]",600
Rum,MacNairs Exploration Panama Rum - Peated 7 Years,88296,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRMACNA07PP_1.jpg,q1713973301.pagespeed.ic.F2BKrOpqZa.jpg""]",74221
Gin,Edinburgh Seaside Gin,24076,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGEDINB0SE0_1.jpg,q1713958745.pagespeed.ic.wonLHkg-d-.jpg""]",13680
Whisky,Haran 21 Years,20539,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_HARAN2100_1.jpg?1713959994""]",15880
Whisky,Craigellachie Port Cask 'Whisky.de exclusive'. 15 Years 2008/2023,7990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CRAIG15MD_1.jpg,q1713960033.pagespeed.ic.Cfkg7d1xWZ.jpg""]",2300
Whisky,Jack Daniel's Bonded,2990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKDBBBO_1.jpg,q1713957300.pagespeed.ic.a5q8Lp0Ueq.jpg""]",300
Whisky,Evan Williams Single Barrel Vintage,4290,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_EVANW0SB0_22_1.jpg,q1720176797.pagespeed.ic.FUzbHdFD7S.jpg""]",1600
Whisky,Loch Lomond Marsala Finish - 30 years Whisky.de 10 Years 2012/2023,8990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LOCHL10MA_1.jpg,q1713958216.pagespeed.ic.1OWrIp5yaI.jpg""]",3578
Rum,El Dorado Rum 12 Years,10284,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRELDOR1200_1.jpg?1713958764""]",29985
Rum,Dos Maderas 5+5 Triple Aged Sherry Cask with 4 Minis,20550,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRDOSMA55TM4_1.jpg,q1727453800.pagespeed.ic.my_wOmbmma.jpg""]",19148
Whisky,Dublin Liberties Copper Alley 10 Years,97513,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_DUBLI10C2_1.jpg?1713959104""]",61676
Whisky,Woodford Reserve Bourbon with Crystal Tumbler,2990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WOODF0BOG_D2_1.jpg,q1713961011.pagespeed.ic.CDXtkZmv9I.jpg""]",22741
Whisky,West Cork Sherry Cask Finish,2690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_WESTC0SH0_1.jpg?1713959283""]",3000
Rum,Ron Centenario Editión Limitada 30 Aniversario,19811,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRCENTE30EL_1.jpg,q1716561517.pagespeed.ic.Fm4bHQFB0L.jpg""]",26400
Whisky,Glenglassaugh Cadenhead's Original Collection 8 Years 2015/2024,8376,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GGLAS08CH_1.png,q1725286631.pagespeed.ic.7b5nKGuzuH.png""]",2269
Spirits,Slyrs Alpine Herbs Liqueur,43473,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_SLYRSLIA5_1.jpg?1713959519""]",31487
Whisky,Kanosuke,24970,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_KANOS0000_1.jpg?1713958538""]",10393
